  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
21-006006 O US KY FULTON           36 30 10.19N 088 52 25.88W TOWER              1 00190 00554 N 1 A N 2017ASO19188OE C 2017363 
21-068330 U US KY FULTON           36 30 45.70N 088 53 03.40W POLE               1 00080 00481 N 4 D N 2020ASO22898OE A 2020290 
21-000427 O US KY FULTON           36 30 46.00N 088 52 29.00W TOWER              1 00220 00610 R 5 D M 1985ASO01806OE C 2014138 
21-021170 O US KY MONTICELLO       36 51 21.76N 084 50 57.67W T-L TWR            1 00051 01014 U 1 A U                A 2013232 
21-021093 O US KY MONTICELLO       36 51 21.89N 084 51 33.93W FENCE              1 00009 01016 U 1 A U                A 2013232 
21-056377 U US KY MONTICELLO       36 51 22.26N 084 50 46.18W POLE               1 00032 01001 N 4 D N 2015ASO17769OE A 2017199 
21-021174 O US KY MONTICELLO       36 51 22.48N 084 50 54.99W POLE               1 00049 01019 U 1 A U                A 2013232 
21-000998 O US KY CADIZ            36 51 23.00N 087 47 00.00W TOWER              1 00320 00780 R 5 D M 1988ASO02682OE C 2014138 
21-021172 O US KY MONTICELLO       36 51 23.30N 084 50 58.63W POLE               1 00053 01013 U 1 A U                A 2013232 
21-021178 O US KY MONTICELLO       36 51 23.57N 084 50 50.33W POLE               1 00039 01020 U 1 A U                A 2013232 
21-021306 O US KY HOPKINSVILLE     36 51 23.70N 087 27 03.99W BLDG               1 00021 00565 U 1 A U                A 2013234 
21-021175 O US KY MONTICELLO       36 51 23.72N 084 50 53.54W POLE               1 00043 01017 U 1 A U                A 2013232 
21-021173 O US KY MONTICELLO       36 51 23.87N 084 50 56.84W POLE               1 00058 01020 U 1 A U                A 2013232 
21-021177 O US KY MONTICELLO       36 51 24.63N 084 50 48.74W POLE               1 00036 01021 U 1 A U                A 2013232 
21-021176 O US KY MONTICELLO       36 51 24.94N 084 50 52.05W POLE               1 00039 01017 U 1 A U                A 2013232 
21-021166 O US KY MONTICELLO       36 51 25.12N 084 50 55.30W POLE               1 00051 01022 U 1 A U                A 2013232 
21-021313 O US KY HOPKINSVILLE     36 51 25.29N 087 27 43.06W T-L TWR            1 00034 00578 U 1 A U                A 2013234 
21-021088 O US KY MONTICELLO       36 51 25.73N 084 51 05.98W TOWER              1 00048 01012 U 1 A U                A 2013232 
21-021163 O US KY MONTICELLO       36 51 26.02N 084 50 59.05W POLE               1 00060 01022 U 1 A U                A 2013232 
21-021169 O US KY MONTICELLO       36 51 26.07N 084 50 47.26W POLE               1 00037 01028 U 1 A U                A 2013232 
21-021167 O US KY MONTICELLO       36 51 26.11N 084 50 50.58W POLE               1 00038 01022 U 1 A U                A 2013232 
21-021165 O US KY MONTICELLO       36 51 26.33N 084 50 53.79W POLE               1 00044 01022 U 1 A U                A 2013232 
21-021314 O US KY HOPKINSVILLE     36 51 26.63N 087 27 35.83W T-L TWR            1 00034 00583 U 1 A U                A 2013234 
21-006160 U US KY BENTON           36 51 27.00N 088 20 57.00W TOWER              1 00170 00570 U     U                A 1976174 
21-021168 O US KY MONTICELLO       36 51 27.41N 084 50 48.90W POLE               1 00031 01024 U 1 A U                A 2013232 
21-021161 O US KY MONTICELLO       36 51 27.43N 084 51 22.28W POLE               1 00026 00989 U 1 A U                A 2013232 
21-021164 O US KY MONTICELLO       36 51 27.51N 084 50 52.34W POLE               1 00045 01022 U 1 A U                A 2013232 
21-021162 O US KY MONTICELLO       36 51 27.63N 084 50 49.17W T-L TWR            1 00030 01022 U 1 A U                A 2013232 
21-021160 O US KY MONTICELLO       36 51 27.69N 084 50 59.88W POLE               1 00045 01021 U 1 A U                A 2013232 
21-056291 U US KY MONTICELLO       36 51 28.34N 084 50 31.75W POLE               1 00038 00996 N 4 D N 2015ASO10341OE A 2018027 
21-056409 U US KY MONTICELLO       36 51 28.64N 084 50 31.61W POLE               1 00038 01000 N 4 D N 2015ASO18561OE A 2017237 
21-021158 O US KY MONTICELLO       36 51 28.81N 084 50 50.85W POLE               1 00038 01025 U 1 A U                A 2013232 
21-056311 U US KY MONTICELLO       36 51 29.17N 084 50 30.37W POLE               1 00032 00994 N 4 D N 2015ASO10340OE A 2018026 
21-056384 U US KY MONTICELLO       36 51 29.22N 084 50 30.49W POLE               1 00032 00995 N 4 D N 2015ASO18560OE A 2017237 
21-021154 O US KY MONTICELLO       36 51 29.41N 084 50 51.27W T-L TWR            1 00036 01022 U 1 A U                A 2013232 
21-021152 O US KY MONTICELLO       36 51 29.41N 084 51 15.88W POLE               1 00027 00977 U 1 A U                A 2013232 
21-021155 O US KY MONTICELLO       36 51 29.50N 084 50 46.84W T-L TWR            1 00020 01020 U 1 A U                A 2013232 
21-056408 U US KY MONTICELLO       36 51 29.60N 084 50 32.39W POLE               1 00034 00997 N 4 D N 2015ASO18558OE A 2017237 
21-021087 O US KY MONTICELLO       36 51 29.61N 084 51 05.63W BLDG               1 00004 00969 U 1 A U                A 2013232 
21-020392 O US KY AGES             36 51 29.61N 083 14 21.56W TOWER              1 00190 02100 N 5 E N 2010ASO06924OE A 2011347 
21-021156 O US KY MONTICELLO       36 51 29.73N 084 50 46.52W T-L TWR            1 00027 01025 U 1 A U                A 2013232 
21-056273 U US KY MONTICELLO       36 51 29.77N 084 50 31.26W POLE               1 00034 00996 N 4 D N 2015ASO10338OE A 2018027 
21-021159 O US KY MONTICELLO       36 51 30.21N 084 50 52.66W POLE               1 00041 01021 U 1 A U                A 2013232 
21-021305 O US KY HOPKINSVILLE     36 51 30.38N 087 27 11.08W BLDG               1 00013 00557 U 1 A U                A 2013234 
21-056310 U US KY MONTICELLO       36 51 30.53N 084 50 31.26W POLE               1 00036 00996 N 4 D N 2015ASO10339OE A 2018027 
21-021151 O US KY MONTICELLO       36 51 30.54N 084 50 58.38W T-L TWR            1 00036 01014 U 1 A U                A 2013232 
21-000034 O US KY BENTON           36 51 31.00N 088 20 11.00W TOWER              1 00376 00743 R 4 D M 1999ASO00379OE C 2002251 
21-021153 O US KY MONTICELLO       36 51 31.02N 084 50 53.19W T-L TWR            1 00043 01024 U 1 A U                A 2013232 
21-021150 O US KY MONTICELLO       36 51 31.06N 084 50 56.68W POLE               1 00041 01021 U 1 A U                A 2013232 
21-056402 U US KY MONTICELLO       36 51 31.10N 084 50 31.10W POLE               1 00036 00999 N 4 D N 2015ASO18559OE A 2017237 
21-021086 O US KY MONTICELLO       36 51 31.11N 084 51 03.63W BLDG               1 00006 00974 U 1 A U                A 2013232 
21-021157 O US KY MONTICELLO       36 51 31.67N 084 50 44.14W T-L TWR            1 00041 01025 U 1 A U                A 2013232 
21-021140 O US KY MONTICELLO       36 51 31.69N 084 50 56.62W T-L TWR            1 00045 01025 U 1 A U                A 2013232 
21-021141 O US KY MONTICELLO       36 51 32.70N 084 50 55.16W T-L TWR            1 00045 01027 U 1 A U                A 2013232 
21-021147 O US KY MONTICELLO       36 51 32.85N 084 50 42.74W T-L TWR            1 00045 01025 U 1 A U                A 2013232 
21-001866 O US KY BENTON           36 51 33.00N 088 21 59.00W TOWER              1 00340 00822 D 2 C N 2000ASO09097OE C 2001183 
21-021089 O US KY MONTICELLO       36 51 33.70N 084 51 23.97W FENCE              1 00002 00963 U 1 A U                A 2013232 
21-021148 O US KY MONTICELLO       36 51 33.86N 084 50 41.47W T-L TWR            1 00041 01019 U 1 A U                A 2013232 
21-021149 O US KY MONTICELLO       36 51 35.02N 084 50 47.43W BLDG               1 00032 01012 U 1 A U                A 2013232 
21-020109 O US KY JAMESTOWN        36 51 35.70N 085 09 37.08W TOWER              1 00288 01308 M 1 A N 2010ASO02255OE C 2010145 
21-063199 O US KY FLATLICK         36 51 37.86N 083 46 57.47W TOWER              1 00310 02020 M 2 C N 2017ASO22989OE A 2018362 
21-000844 O US KY HOPKINSVILLE     36 51 38.00N 087 28 36.00W TOWER              1 00116 00776 R 5 D U 1983ASO00360OE C 2014138 
21-021117 O US KY MONTICELLO       36 51 38.43N 084 50 42.41W BLDG               1 00029 01001 U 1 A U                A 2013232 
21-021307 O US KY HOPKINSVILLE     36 51 38.70N 087 25 44.33W T-L TWR            1 00099 00668 U 1 A U                A 2013234 
21-000410 O US KY HOPKINSVILLE     36 51 39.00N 087 28 30.00W TOWER              1 00101 00737 U 5 D U 1975ASO01273OE C 2014138 
21-021110 O US KY MONTICELLO       36 51 40.32N 084 50 37.34W SIGN               1 00041 01004 U 1 A U                A 2013232 
21-021146 O US KY MONTICELLO       36 51 40.36N 084 50 36.92W T-L TWR            1 00037 00998 U 1 A U                A 2013232 
21-000411 O US KY HOPKINSVILLE     36 51 41.00N 087 28 35.00W TOWER              1 00093 00743 U 5 D U 1975ASO01265OE C 2014138 
21-020088 O US KY MONTICELLO       36 51 41.19N 084 49 32.85W TOWER              1 00128 01132 D 1 A N 2008ASO01431OE C 2008268 
21-021145 O US KY MONTICELLO       36 51 42.57N 084 50 37.44W T-L TWR            1 00038 01000 U 1 A U                A 2013232 
21-021105 O US KY MONTICELLO       36 51 42.70N 084 50 54.23W ELEVATOR           1 00062 01045 U 1 A U                A 2013232 
21-006020 U US KY HOPKINSVILLE     36 51 43.00N 087 28 17.00W TOWER              1 00108 00753 U     U                A 1976072 
21-021142 O US KY MONTICELLO       36 51 43.61N 084 50 53.10W T-L TWR            1 00029 01010 U 1 A U                A 2013232 
21-002126 O US KY FLAT LICK        36 51 46.93N 083 47 01.76W TOWER              1 00307 01999 D 1 A N 2005ASO04706OE C 2008122 
21-002068 O US KY HOPKINSVILLE     36 51 48.66N 087 29 22.12W TOWER              1 00177 00718 D 2 C N 2010ASO03267OE C 2010267 
21-000532 O US KY JAMESTOWN        36 51 48.88N 085 08 57.56W TOWER              1 00200 01169 R 4 D P 2012ASO09325OE C 2016323 
21-021143 O US KY MONTICELLO       36 51 50.69N 084 50 53.12W T-L TWR            1 00050 01002 U 1 A U                A 2013232 
21-021144 O US KY MONTICELLO       36 51 52.20N 084 50 55.35W T-L TWR            1 00037 01022 U 1 A U                A 2013232 
21-006022 U US KY BARBOURVILLE     36 51 55.00N 083 53 55.00W TOWER              1 00140 01520 U     U                A 1976072 
21-000553 O US KY RUSSELLVILLE     36 51 55.00N 086 54 01.00W TOWER              1 00300 00895 R 5 D M 1977ASO02344OE C 2014138 
21-021106 O US KY MONTICELLO       36 51 55.35N 084 50 59.70W BLDG               1 00010 01060 U 1 A U                A 2013232 
21-021129 O US KY MONTICELLO       36 51 56.23N 084 50 59.70W T-L TWR            1 00029 01076 U 1 A U                A 2013232 
21-021107 O US KY MONTICELLO       36 51 57.07N 084 51 00.62W BLDG               1 00018 01069 U 1 A U                A 2013232 
21-021130 O US KY MONTICELLO       36 51 57.41N 084 51 01.06W T-L TWR            1 00025 01078 U 1 A U                A 2013232 
21-021131 O US KY MONTICELLO       36 51 57.46N 084 50 59.10W T-L TWR            1 00032 01066 U 1 A U                A 2013232 
21-022304 O US KY EVARTS           36 51 58.04N 083 11 14.76W TOWER              1 00200 01993 N 1 A N 2013ASO03913OE A 2014042 
21-021133 O US KY MONTICELLO       36 51 58.85N 084 51 00.13W T-L TWR            1 00038 01073 U 1 A U                A 2013232 
21-006161 U US KY HOPKINSVILLE     36 51 59.00N 087 29 27.00W TOWER              1 00138 00667 U 4 D U 0069_CL00069OE C 2014124 
21-020094 O US KY CADIZ            36 51 59.15N 087 48 17.06W TOWER              1 00280 00760 H 5 D N 2008ASO04616OE C 2009009 
21-021132 O US KY MONTICELLO       36 51 59.54N 084 51 02.68W T-L TWR            1 00023 01078 U 1 A U                A 2013232 
21-021108 O US KY MONTICELLO       36 52 00.47N 084 51 03.72W BLDG               1 00015 01075 U 1 A U                A 2013232 
21-021135 O US KY MONTICELLO       36 52 00.88N 084 51 01.53W T-L TWR            1 00032 01068 U 1 A U                A 2013232 
21-000455 O US KY HARLAN           36 52 02.00N 083 19 31.00W TOWER              1 00173 01593 U 5 E U                C 2003321 
21-021136 O US KY MONTICELLO       36 52 03.33N 084 51 02.59W T-L TWR            1 00025 01069 U 1 A U                A 2013232 
21-020203 O US KY CADIZ            36 52 03.34N 087 42 12.49W TOWER              1 00225 00765 D 5 D N 2007ASO04245OE C 2010061 
21-021118 O US KY MONTICELLO       36 52 05.81N 084 50 01.52W BLDG               1 00033 01097 U 1 A U                A 2013232 
21-021137 O US KY MONTICELLO       36 52 06.41N 084 50 04.12W T-L TWR            1 00033 01095 U 1 A U                A 2013232 
21-021139 O US KY MONTICELLO       36 52 11.35N 084 51 15.12W T-L TWR            1 00035 01098 U 1 A U                A 2013232 
21-021138 O US KY MONTICELLO       36 52 12.11N 084 51 02.08W T-L TWR            1 00023 01074 U 1 A U                A 2013232 
21-021124 O US KY MONTICELLO       36 52 12.35N 084 51 12.94W T-L TWR            1 00027 01086 U 1 A U                A 2013232 
21-021128 O US KY MONTICELLO       36 52 12.81N 084 51 19.85W T-L TWR            1 00033 01103 U 1 A U                A 2013232 
21-021122 O US KY MONTICELLO       36 52 12.98N 084 51 05.79W T-L TWR            1 00018 01073 U 1 A U                A 2013232 
21-006108 U US KY HOPKINSVILLE     36 52 13.00N 087 28 15.00W TANK               1 00115 00772 U 4 D U 1975ASO00374OE C 2014124 
21-021123 O US KY MONTICELLO       36 52 13.90N 084 51 09.58W T-L TWR            1 00030 01078 U 1 A U                A 2013232 
21-001518 O US KY WALLINS CREEK    36 52 14.00N 083 24 54.00W TOWER              1 00264 03004 D 1 A N 2001ASO06054OE C 2002028 
21-001498 O US KY HOPKINSVILLE     36 52 15.00N 087 30 40.00W TOWER              1 00155 00675 N 4 D M 0069_CL00087OE C 2014138 
21-021127 O US KY MONTICELLO       36 52 16.29N 084 51 24.34W T-L TWR            1 00034 01142 U 1 A U                A 2013232 
21-021125 O US KY MONTICELLO       36 52 18.76N 084 51 26.46W T-L TWR            1 00022 01136 U 1 A U                A 2013232 
21-001047 O US KY OAK LEVEL        36 52 19.00N 088 27 23.00W TOWER              1 00200 00720 M 5 D N 1989ASO02037OE C 2014138 
21-021126 O US KY MONTICELLO       36 52 19.21N 084 51 25.46W T-L TWR            1 00033 01140 U 1 A U                A 2013232 
21-020264 O US KY BIMBLE           36 52 22.10N 083 49 19.29W TOWER              1 00350 01767 D 2 C N 2023ASO29564OE C 2024024 
21-057122 O US KY BARBOURVILLE     36 52 22.74N 083 51 58.62W TOWER              1 00310 01820 M 2 C N 2017ASO10649OE A 2017325 
21-055389 U US KY AUBRN            36 52 23.29N 086 44 53.36W TOWER              1 00199 01005 N 1 A N 2012ASO05703OE A 2018024 
21-001460 U US KY HOPKINSVILLE     36 52 24.00N 087 26 54.00W TANK               1 00121 00761 U     U                A 1996358 
21-063241 O US KY FABER            36 52 25.98N 084 08 41.72W TOWER              1 00310 01725 M 2 C N 2018ASO03519OE A 2019023 
21-066289 O US KY PEMBROKE         36 52 27.82N 087 19 06.35W TOWER              1 00270 00898 D 1 A N 2019ASO01202OE A 2020069 
21-001908 O US KY MONTGOMERY       36 52 28.10N 087 44 21.92W TOWER              1 00286 00819 D 2 B N 2009ASO01109OE C 2009218 
21-020211 O US KY CORBIN           36 52 31.61N 084 12 59.04W TOWER              1 00235 01578 D 2 C N 2009ASO03144OE C 2010061 
21-020316 O US KY BURKESVILLE      36 52 32.54N 085 24 08.74W TOWER              1 00255 01125 D 2 C N 2010ASO01189OE A 2011077 
21-021309 O US KY HOPKINSVILLE     36 52 32.59N 087 26 31.88W T-L TWR            1 00098 00739 U 2 C U                A 2013234 
21-001487 O US KY BENHAM           36 52 37.00N 082 59 51.00W CATENARY           1 00348 02970 N 5 E N 1996ASO02079OE C 2014138 
21-001486 O US KY BENHAM           36 52 41.00N 082 59 14.00W CATENARY           1 00306 03316 N 5 E N 1996ASO02078OE C 2014138 
21-001897 O US KY BIG BEAR CREEK   36 52 42.00N 088 12 19.00W TOWER              1 00310 00744 D 2 C N 2000ASO05638OE A 2001239 
21-066407 O US KY SUMMER  SHADE    36 52 43.74N 085 39 53.06W TOWER              1 00219 01349 D 1 A N 2019ASO05612OE A 2020161 
21-006154 U US KY HOPKINSVILLE     36 52 45.00N 087 28 57.00W TOWER              1 00105 00665 U 4 D U 0068_CL00468OE C 2014124 
21-001485 O US KY BENHAM           36 52 45.00N 082 58 33.00W CATENARY           1 00488 02920 N 5 E N 1996ASO02077OE C 2014138 
21-021310 O US KY HOPKINSVILLE     36 52 49.07N 087 26 47.38W T-L TWR            1 00102 00728 U 2 C U                A 2013234 
21-001852 O US KY CUNNINGHAM       36 52 51.00N 088 54 52.00W TOWER              1 00349 00823 D 2 C N 2000ASO09523OE C 2001085 
21-020126 O US KY HOPKINSVILLE     36 52 52.56N 087 35 43.31W TOWER              1 00292 00812 D 1 A N 2013ASO03793OE C 2016336 
21-021121 O US KY MONTICELLO       36 52 52.62N 084 50 51.05W T-L TWR            1 00034 01094 U 1 A U                A 2013232 
21-021120 O US KY MONTICELLO       36 52 52.87N 084 50 48.50W T-L TWR            1 00041 01102 U 1 A U                A 2013232 
21-000002 O US KY HOPKINSVILLE     36 52 54.00N 087 30 43.00W TOWER              1 00308 00883 R 1 D M 1978ASO01606OE C 2014138 
21-000311 O US KY SUMMER SHADE     36 52 56.20N 085 41 16.89W TOWER              1 00235 01243 D 4 D N 2018ASO21065OE C 2020127 
21-000176 O US KY CADIZ            36 52 57.00N 087 50 40.00W TOWER              1 00307 00807 R 4 D M 1987ASO00362OE C 2014138 
21-002196 O US KY FREEDOM          36 53 03.15N 085 06 05.41W TOWER              1 00255 01199 D 1 A N 2006ASO03441OE C 2008101 
21-000957 O US KY FOLSOMDALE       36 53 08.00N 088 40 29.00W TOWER              1 00295 00730 M 5 D N 1986ASO01938OE C 2014138 
21-001911 O US KY LUCAS            36 53 08.00N 086 01 22.00W TOWER              1 00255 00975 D 5 E N 2001ASO01046OE A 2001330 
21-020532 O US KY CADIZ            36 53 09.15N 087 44 19.97W TOWER              1 00200 00731 N 2 C N 2011ASO07117OE A 2013219 
21-020352 O US KY HOPKINSVILLE     36 53 09.40N 087 31 25.73W TOWER              1 00187 00778 N 1 A N 2013ASO00312OE C 2018257 
21-091229 O US KY CORBIN           36 53 16.14N 084 02 55.85W TOWER              1 00305 01449 D 4 D N 2022ASO29486OE A 2024029 
21-020119 O US KY SCOTTSVILLE      36 53 20.14N 086 12 48.67W TOWER              1 00255 00924 D 2 C N 2008ASO01169OE C 2009032 
21-006155 U US KY HOPKINSVILLE     36 53 39.00N 087 29 23.00W TANK               1 00143 00758 U     U                A 1976174 
21-055583 U US KY HARLAN           36 53 43.14N 083 16 33.26W TOWER              1 00190 01758 N 1 A N 2013ASO10475OE A 2018024 
21-001164 O US KY MONTICELLO       36 53 47.84N 084 59 31.94W TOWER              1 00423 01456 R 1 A P 2011ASO02180OE C 2016326 
21-001364 O US KY CORBIN           36 53 50.00N 084 07 53.00W TOWER              1 00209 01848 R 5 E M 1994ASO01335OE C 2014152 
21-001236 O US KY MONTICELLO       36 53 50.00N 084 57 27.00W TOWER              1 00420 01385 D 5 E N 2014ASO12444OE C 2016305 
21-000353 O US KY MEADOR           36 53 51.00N 086 08 03.00W TOWER              1 00220 00890 U 4 D M 1973ASO01388OE C 2014124 
21-001369 O US KY BARBOURVILLE     36 53 51.00N 083 54 18.00W TOWER              1 00260 01844 R 5 E M 1994ASO01799OE C 2014152 
21-002005 O US KY MONTICELLO       36 53 52.10N 084 47 02.50W TOWER              1 00309 01469 D 2 C N 2008ASO06090OE C 2008351 
21-001811 O US KY BOAZ             36 53 53.32N 088 40 32.24W TOWER              1 00370 00796 M 2 C N 2005ASO02296OE C 2006134 
21-001380 O US KY HARLAN           36 53 54.00N 083 18 37.00W TOWER              1 00232 02932 R 5 E M 1995ASO00505OE C 2014138 
21-000571 O US KY RUSSELLVILLE     36 53 58.00N 086 50 21.70W TOWER              1 00298 01039 R 5 D M 2007ASO00481OE C 2007077 
21-020122 O US KY BURNSIDE         36 53 58.62N 084 30 50.05W TOWER              1 00349 01575 D 5 E N 2007ASO04774OE C 2009174 
21-020231 O US KY BAXTER           36 54 01.30N 083 18 16.70W TOWER              1 00314 03054 M 4 D N 2019ASO37575OE C 2020282 
21-000323 O US KY GLASGOW          36 54 03.00N 085 54 56.00W TOWER              1 00503 01223 R 4 D M 0070_CL00079OE C 2014138 
21-000591 O US KY PINE MOUNTAIN    36 54 03.00N 083 18 14.00W TOWER              1 00198 02962 U 5 E U 1977ASO00167OE C 2014138 
21-000773 O US KY CORBIN           36 54 08.00N 084 04 46.00W TOWER              1 00364 01459 R 4 D M                C 2014152 
21-000008 O US KY CORBIN           36 54 09.00N 084 04 56.00W TOWER              1 00610 01705 R 4 D M 1986ASO01857OE C 2014152 
21-001476 O US KY HARLAN           36 54 09.00N 083 18 05.00W TOWER              1 00280 03080 R 5 E M 1994ASO03368OE C 2014138 
21-021109 O US KY MONTICELLO       36 54 09.88N 084 48 36.26W BLDG               1 00003 01032 U 1 A U                A 2013232 
21-001859 O US KY CADIZ            36 54 12.38N 087 45 22.02W TOWER              1 00344 00859 M 2 C N 2007ASO03975OE C 2007315 
21-021119 O US KY MONTICELLO       36 54 14.18N 084 48 46.69W T-L TWR            1 00034 01106 U 1 A U                A 2013232 
21-001704 O US KY BOWLING GREEN    36 54 15.90N 086 36 29.14W TOWER              1 00303 00967 D 1 A N 2019ASO25482OE C 2019312 
21-000248 O US KY HOPKINSVILLE     36 54 21.00N 087 29 06.00W TOWER              1 00300 00960 R 4 D M                C 2014138 
21-065062 O US KY ELKTON           36 54 23.18N 087 08 42.36W TOWER              1 00315 01070 D 1 A N 2018ASO00056OE A 2019214 
21-020366 O US KY BOWLING GREEN    36 54 24.49N 086 19 35.35W TOWER              1 00255 00822 D 2 C N 2010ASO01772OE A 2011242 
21-000873 O US KY HARLAN           36 54 28.00N 083 20 10.00W CATENARY           1 00250 02036 N 5 E U 1983ASO01710OE C 2014138 
21-001134 O US KY CORBIN           36 54 29.06N 084 08 04.74W TOWER              1 00274 01847 R 1 A M 2003ASO03947OE C 2005016 
21-020262 O US KY BOWLING GREEN    36 54 32.08N 086 26 14.56W TANK               1 00193 00766 N 2 C N 2008ASO04829OE C 2010239 
21-001309 O US KY WICKLIFFE        36 54 35.00N 089 04 02.00W TOWER              1 00397 00759 D 1 A N 2002ASO00689OE C 2002181 
21-020130 O US KY CORBIN           36 54 35.59N 084 06 02.04W TOWER              1 00255 01630 D 5 E N 2008ASO01171OE C 2009165 
21-001172 O US KY BENTON           36 54 37.65N 088 21 25.30W TOWER              1 00495 00951 D 5 D N 2012ASO00593OE C 2016319 
21-001011 O US KY GLASGOW          36 54 43.00N 086 11 19.00W TOWER              1 00963 01633 S 5 D N 1987ASO00273OE C 2014138 
21-000874 O US KY HARLAN           36 54 47.00N 083 18 03.00W CATENARY           1 00380 01972 N 5 E M 1983ASO01710OE C 2014138 
21-000592 O US KY BIG BLACK        36 54 50.00N 082 53 39.00W TOWER              1 00198 04337 U 5 E U                C 2014138 
21-001152 O US KY BIG STONE GAP    36 54 50.00N 082 53 40.00W TOWER              1 00190 04329 N 5 E N                C 2014138 
21-063250 O US KY BAILEY SWITCH    36 54 51.50N 083 55 43.84W TOWER              1 00310 01572 M 2 C N 2018ASO07850OE A 2019070 
21-001948 O US KY BENTON           36 54 55.00N 088 20 15.00W TOWER              1 00320 00780 D 5 D N 2002ASO00248OE A 2002104 
21-001180 O US KY BENTON           36 54 58.85N 088 18 48.98W TOWER              1 00298 00768 M 1 A N 2018ASO17052OE C 2018317 
21-081182 O US KY GLASGOW          36 55 00.45N 086 05 43.28W TOWER              1 00261 00953 D 1 A N 2021ASO10565OE A 2023031 
21-062684 O US KY SYMSONIA         36 55 07.10N 088 30 26.78W TOWER              1 00313 00726 D 1 A N 2017ASO17131OE A 2018309 
21-066129 O US KY TOTZ             36 55 08.07N 083 10 16.40W TOWER              1 00264 01994 D 1 A N 2017ASO25571OE A 2019317 
21-065621 O US KY CADIZ            36 55 08.67N 087 55 25.22W TOWER              1 00265 00848 D 1 A N 2017ASO26242OE A 2019268 
21-022270 O US KY MAYFIELD         36 55 12.84N 088 32 02.17W TOWER              1 00264 00670 D 1 A N 2012ASO08368OE A 2013304 
21-020225 O US KY EDDYVILLE        36 55 13.29N 087 58 37.30W TOWER              1 00285 00667 D 4 D N 2022ASO24866OE C 2023297 
21-020365 O US KY HOPKINSVILLE     36 55 14.87N 087 23 21.47W POLE               1 00194 01028 N 1 A N 2011ASO00939OE A 2011241 
21-001868 O US KY LOST RIVER       36 55 15.00N 086 25 38.00W TOWER              1 00205 00766 D 2 C N 1999ASO06335OE A 2001113 
21-000559 O US KY GRAND RIVERS     36 55 17.60N 088 05 48.00W TOWER              1 00499 01083 D 5 E N 2014ASO08785OE C 2016326 
21-002091 O US KY CORBIN           36 55 19.36N 084 03 50.42W TOWER              1 00260 01502 D 1 A N 2005ASO01946OE C 2008052 
21-000751 O US KY FREEDOM          36 55 23.00N 085 06 22.00W TOWER              1 00305 01355 R 5 D M 1982ASO02428OE C 2014138 
21-002071 O US KY CADIZ            36 55 26.00N 087 49 59.40W TOWER              1 00284 00760 D 5 D N 2004ASO06265OE A 2004347 
21-001462 U US KY BOWLING GREEN    36 55 27.00N 086 24 45.00W TANK               1 00183 00763 U 4 D U 0066_CL00309OE C 2014124 
21-000704 O US KY OAKLAND          36 55 28.07N 086 15 55.27W TOWER              1 00240 00895 D 1 A N 2007ASO01486OE C 2012156 
21-020046 O US KY JAMESTOWN        36 55 30.62N 085 05 33.36W TOWER              1 00289 01412 M 1 A N 2010ASO02253OE C 2010168 
21-000153 O US KY CORBIN           36 55 31.99N 084 08 15.56W TOWER              1 00261 01639 R 4 D P 2016ASO30140OE C 2017044 
21-000780 O US KY HOPKINSVILLE     36 55 34.40N 087 28 33.87W TOWER              1 00300 01071 R 1 A P 2018ASO23824OE C 2019028 
21-081188 O US KY CORBIN           36 55 35.55N 084 05 49.91W TOWER              1 00310 01657 M 2 C N 2021ASO30022OE A 2023009 
21-002157 O US KY EIGHTY EIGHT     36 55 39.94N 085 50 46.94W TOWER              1 00306 01081 M 5 E N 2005ASO02309OE C 2008135 
21-002059 O US KY HOPKINSVILLE     36 55 41.14N 087 32 50.03W TOWER              1 00499 01249 R 5 D M 2003ASO05785OE A 2004299 
21-020235 O US KY CORBIN           36 55 41.68N 084 14 32.65W TOWER              1 00255 01477 D 2 C N 2008ASO04814OE C 2010106 
21-065077 O US KY ELKTON           36 55 44.35N 087 12 55.70W TOWER              1 00270 00916 D 1 A N 2018ASO10078OE A 2019227 
21-080529 O US KY GLASGOW          36 55 44.49N 085 50 44.64W TOWER              1 00315 01077 D 1 A N 2020ASO00667OE A 2022263 
21-020115 O US KY GILBERTSVILLE    36 55 46.10N 088 14 53.80W TOWER              1 00305 00751 D 2 C N 2008ASO05751OE C 2009014 
21-020502 O US KY HOPKINSVILLE     36 55 50.60N 087 31 50.65W TOWER              1 00279 01003 D 1 A N 2012ASO09300OE A 2013015 
21-001456 O US KY HOPKINSVILLE     36 55 50.96N 087 31 34.12W TOWER              1 00270 01020 M 5 D N 1999ASO03089OE C 2007231 
21-001873 O US KY BOAZ             36 55 55.21N 088 39 19.06W TOWER              1 00340 00823 D 2 C N 2005ASO01160OE C 2011097 
21-022508 O US KY BOWLING GREEN    36 56 00.09N 086 25 02.23W POLE               1 00121 00708 N 5 D N 2016ASO15890OE A 2016267 
21-001021 O US KY HOPKINSVILLE     36 56 01.00N 087 25 38.00W TOWER              1 00296 01056 M 5 D N 2002ASO05191OE C 2003132 
